Query                Country               City                                                Org                                                                                
171.100.51.90        Thailand              Bangkok                                             Truenet CM                                                                         
159.192.173.213      Thailand              Lampang                                                                                                                                
223.205.160.187      Thailand              Tak                                                 Triple T Broadband Public Company Limited                                          
1.0.247.117          Thailand              Koh Tao                                             TOT Public Company Limited                                                         
125.24.226.189       Thailand              Bangkok                                             TOT Public Company Limited                                                         
223.204.51.60        Thailand              Nakhon Ratchasima                                   Triple T Broadband Public Company Limited                                          
58.11.55.33          Thailand              Bangkok                                             True Internet Co.                                                                  
101.109.174.193      Thailand              Bangkok                                             TOT Public Company Limited                                                         
61.47.57.34          Thailand              Bangkok                                                                                                                                
96.30.79.113         Thailand              Pattaya                                             Symphony Communication Plc.                                                        
183.88.232.183       Thailand              Bangkok                                             Triple T Broadband Public Company Limited                                          
58.181.246.164       Thailand              Bangkok                                             KSC Commercial Internet Co.Ltd                                                     
202.28.213.130       Thailand              Chiang Mai                                          Office of Info.Tech. Admin. Educational Development                                
118.175.126.174      Thailand              Khwaeng Thung Song Hong                             TOT Public Company Limited                                                         
58.82.142.179        Thailand              Bangkok                                                                                                                                
61.19.29.242         Thailand              Bangkok                                             CAT Northeast                                                                      
116.58.224.254       Thailand              Dusit                                               CAT BB                                                                             
49.0.91.97           Thailand              Bangkok                                                                                                                                
118.174.219.140      Thailand              Tha Tum                                             TOT Public Company Limited                                                         
1.10.143.139         Thailand              Khwaeng Thung Song Hong                             TOT Public Company Limited                                                         
182.52.104.45        Thailand              Bangkok                                             Addresses for                                                                      
110.78.113.2         Thailand              Vadhana                                             CAT Telecom public company Ltd                                                     
171.5.137.4          Thailand              Si Sa Ket                                           Triple T Broadband Public Company Limited                                          
49.229.56.3          Thailand              Ratchathewi                                         Benmark                                                                            
223.27.192.10        Thailand              Bangkok                                             United Information Highway Co., Ltd                                                
110.78.136.14        Thailand              Bang Rak                                                                                                                               
119.63.90.250        Thailand              Din Daeng                                           United Information Highway Co., Ltd                                                
61.19.32.65          Thailand              Samphanthawong                                      Data Comm. Dept. National Telecom Public Company Limited                           
159.192.204.108      Thailand              Bang Rak                                            CAT BB                                                                             
110.170.155.2        Thailand              Din Daeng                                           True Internet Co., Ltd.                                                            
118.173.236.80       Thailand              Bangkok                                             TOT Public Company Limited                                                         
110.78.43.74         Thailand              Vadhana                                             CAT Telecom public company Ltd                                                     
125.25.203.71        Thailand              Bangkok                                             TOT Public Company Limited                                                         
171.5.136.143        Thailand              Si Sa Ket                                           Triple T Broadband Public Company Limited                                          
61.19.144.161        Thailand              Samphanthawong                                      Data Comm. Dept. National Telecom Public Company Limited                           
202.129.1.122        Thailand              Bangkok                                             CAT North                                                                          
110.170.43.252       Thailand              Bangkok                                             True Internet Co., Ltd.                                                            
182.52.143.248       Thailand              Bangkok                                             TOT Public Company Limited                                                         
184.82.149.239       Thailand              Bangkok                                                                                                                                
49.231.25.107        Thailand              Chon Buri                                           AIN Globalcomm Limited., Company.                                                  
61.19.110.14         Thailand              Vadhana                                             National Telecom Public Company Limited                                            
118.172.29.118       Thailand              Khwaeng Thung Song Hong                             TOT Public Company Limited                                                         
101.108.245.152      Thailand              Bangkok                                             TOT Public Company Limited                                                         
184.82.27.68         Thailand              Chiang Mai                                                                                                                             
159.192.253.172      Thailand              Bangkok                                             CAT BB                                                                             
49.49.63.231         Thailand              Lampang                                             Triple T Broadband Public Company Limited                                          
58.137.191.226       Thailand              Bangkok                                             GECCO Studio Complex Co., Ltd.                                                     
182.52.224.26        Thailand              Phuket                                              TOT Public Company Limited                                                         
161.82.184.42        Thailand              Bangkok                                                                                                                                
116.58.244.71        Thailand              Prachin Buri                                                                                                                           
49.48.80.226         Thailand              Nakhon Ratchasima                                   Triple T Broadband Public Company Limited                                          
110.78.43.114        Thailand              Vadhana                                             CAT Telecom public company Ltd                                                     
150.107.220.40       Thailand              Bangkok                                             United Information Highway Co., Ltd                                                
183.88.33.68         Thailand              Bangkok                                             Triple T Broadband Public Company Limited                                          
125.24.200.149       Thailand              Pak Kret                                            TOT Public Company Limited                                                         
61.19.108.126        Thailand              Samphanthawong                                      National Telecom Public Company Limited                                            
113.53.122.61        Thailand              Bangkok                                             TOT Public Company Limited                                                         
58.136.236.244       Thailand              Bangkok                                                                                                                                
223.205.93.173       Thailand              Ko Samui                                            Triple T Broadband Public Company Limited                                          
134.236.31.78        Thailand              Pattaya                                                                                                                                
183.88.235.209       Thailand              Bangkok                                             Triple T Broadband Public Company Limited                                          
101.51.97.146        Thailand              Bangkok                                             TOT Public Company Limited                                                         
1.20.207.196         Thailand              Bangkok                                             TOT Mobile Co LTD                                                                  
118.173.81.206       Thailand              Bangkok                                             TOT Public Company Limited                                                         
134.236.47.247       Thailand              Pattaya                                                                                                                                
103.40.140.210       Thailand              Bangkok                                             United Information Highway Co., Ltd                                                
61.19.113.65         Thailand              Vadhana                                             National Telecom Public Company Limited                                            
58.137.55.206        Thailand              Huai Khwang                                         Transition Systems & Networks (Thailand) Co., Ltd.                                 
110.78.43.118        Thailand              Vadhana                                             CAT Telecom public company Ltd                                                     
119.42.104.45        Thailand              Chiang Mai                                                                                                                             
49.229.64.34         Thailand              Bangkok                                             UIH TSKForgingCompanyLimitedAmatanakorn by AWN                                     
171.101.226.145      Thailand              Bangkok                                             Truenet BB                                                                         
180.180.168.212      Thailand              Krathum Baen                                        TOT Public Company Limited                                                         
110.78.44.90         Thailand              Vadhana                                             CAT Telecom public company Ltd                                                     
171.4.192.230        Thailand              Rayong                                              Triple T Broadband Public Company Limited                                          
49.49.79.34          Thailand              Pak Kret                                            Triple T Broadband Public Company Limited                                          
58.97.47.162         Thailand              Bangkok                                             TRUE Corporate                                                                     
125.25.103.15        Thailand              Bangkok                                             TOT Public Company Limited                                                         
183.88.36.62         Thailand              Bangkok                                             Triple T Broadband Public Company Limited                                          
61.19.21.33          Thailand              Bangkok                                             Pitsanulok                                                                         
182.53.98.79         Thailand              Bangkok                                             TOT Public Company Limited                                                         
159.192.236.233      Thailand              Bang Rak                                            CAT BB                                                                             
83.118.85.100        Thailand              Khlong Toei                                                                                                                            
146.88.57.18         Thailand              Bangkok                                             Symphony Internet                                                                  
101.109.168.96       Thailand              Bangkok                                             TOT Public Company Limited                                                         
134.236.22.251       Thailand              Pattaya                                                                                                                                
182.53.160.50        Thailand              Tha Tako                                            TOT Public Company Limited                                                         
171.6.48.181         Thailand              Bangkok                                             Triple T Broadband Public Company Limited                                          
1.4.212.90           Thailand              Bangkok                                             TOT Public Company Limited                                                         
61.19.86.57          Thailand              Samphanthawong                                      National Telecom Public Company Limited                                            
61.7.159.188         Thailand              Bangkok                                             National Telecom Public Company Limited                                            
101.51.228.245       Thailand              Pattaya                                             TOT Public Company Limited                                                         
125.25.225.178       Thailand              Khwaeng Thung Song Hong                             TOT Public Company Limited                                                         
122.154.239.78       Thailand              Vadhana                                             National Telecom Public Company Limited                                            
147.50.19.254        Thailand              Huai Khwang                                         Sam Malaysia                                                                       
110.77.153.161       Thailand              Bang Rak                                            CAT BB                                                                             
101.108.135.125      Thailand              Bangkok                                             TOT Public Company Limited                                                         
202.142.195.157      Thailand              Khlong San                                          Internet Solution & Service Provider Co., Ltd                                      
113.53.144.52        Thailand              Bangkok                                             TOT Public Company Limited                                                         
171.6.147.6          Thailand              Bangkok                                             Triple T Broadband Public Company Limited                                          
83.118.19.66         Thailand              Chatuchak                                                                                                                              
161.82.187.6         Thailand              Bangkok                                             Symphony Communication Plc.                                                        
110.77.147.235       Thailand              Bang Rak                                            CAT BB                                                                             
203.144.240.194      Thailand              Bangkok                                             True Internet Corporation CO. LTD                                                  
223.27.225.178       Thailand              Din Daeng                                           United Information Highway Co., Ltd                                                
58.97.114.20         Thailand              Bangkok                                             True Internet Co., Ltd.                                                            
171.103.213.10       Thailand              Ratchathewi                                         TRUE                                                                               
61.7.168.102         Thailand              Bangkok                                             National Telecom Public Company Limited                                            
61.19.23.106         Thailand              Samphanthawong                                      Data Comm. Dept. National Telecom Public Company Limited                           
101.108.133.83       Thailand              Bangkok                                             TOT Public Company Limited                                                         
125.26.97.150        Thailand              Krathum Baen                                        TOT Public Company Limited                                                         
101.108.96.191       Thailand              Bangkok                                             TOT Public Company Limited                                                         
171.96.119.227       Thailand              Bangkok                                             Truenet Hisp                                                                       
171.100.10.162       Thailand              Pak Kret                                            Truenet CM                                                                         
49.48.67.61          Thailand              Pak Kret                                            Triple T Broadband Public Company Limited                                          
61.7.228.73          Thailand              Bangkok                                                                                                                                
49.49.140.211        Thailand              Phanom Sarakham                                     Triple T Broadband Public Company Limited                                          
171.5.39.2           Thailand              Pak Kret                                            Triple T Broadband Public Company Limited                                          
171.4.120.87         Thailand              Hua Hin                                             Triple T Broadband Public Company Limited                                          
171.97.131.91        Thailand              Bangkok                                             Truenet Hisp                                                                       
27.100.41.62         Thailand              Phaya Thai                                                                                                                             
61.90.160.198        Thailand              Bangkok                                             Asiainfonet                                                                        
103.40.143.213       Thailand              Bangkok                                             United Information Highway Co., Ltd                                                
203.151.83.131       Thailand              Vadhana                                             Internet Thailand Company Ltd                                                      
184.82.24.93         Thailand              Chiang Mai                                                                                                                             
122.154.253.17       Thailand              Vadhana                                             National Telecom Public Company Limited                                            
203.144.139.253      Thailand              Nakhon Ratchasima                                   True Internet Corporation CO. LTD                                                  
61.19.35.161         Thailand              Samphanthawong                                      Data Comm. Dept. National Telecom Public Company Limited                           
159.192.205.60       Thailand              Bang Rak                                            CAT BB                                                                             
49.49.51.144         Thailand              Lampang                                             Triple T Broadband Public Company Limited                                          
110.171.11.75        Thailand              Nakhon Pathom                                       Truenet CM                                                                         
61.91.59.166         Thailand              Bangkok                                             True Internet Corporation CO. LTD                                                  
125.25.103.143       Thailand              Bangkok                                             TOT Public Company Limited                                                         
45.117.211.131       Thailand              Chatuchak                                           United Information Highway Co., Ltd                                                
58.11.36.139         Thailand              Bangkok                                             True Internet Co.                                                                  
171.100.13.226       Thailand              Din Daeng                                           Truenet CM                                                                         
184.82.196.207       Thailand              Phra Nakhon Si Ayutthaya                                                                                                               
223.205.186.171      Thailand              Hat Yai                                             Triple T Broadband Public Company Limited                                          
49.0.65.132          Thailand              Bangkok                                                                                                                                
101.51.165.159       Thailand              Bang Lamung                                         TOT Public Company Limited                                                         
122.155.204.69       Thailand              Vadhana                                             National Telecom Public Company Limited                                            
101.108.0.219        Thailand              Bangkok                                             TOT Public Company Limited                                                         
182.53.58.210        Thailand              Khwaeng Thung Song Hong                             TOT Public Company Limited                                                         
125.24.12.40         Thailand              Bangkok                                             TOT Public Company Limited                                                         
223.205.48.116       Thailand              Hat Yai                                             Triple T Broadband Public Company Limited                                          
171.101.132.241      Thailand              Udon Thani                                          Truenet BB                                                                         
171.6.31.249         Thailand              Bangkok                                             Triple T Broadband Public Company Limited                                          
125.26.253.146       Thailand              Chiang Mai                                          TOT Public Company Limited                                                         
1.2.225.169          Thailand              Chum Phae                                           TOT Public Company Limited                                                         
180.180.240.43       Thailand              Ban Khwao                                           TOT Public Company Limited                                                         
159.192.121.114      Thailand              Pluak Daeng                                         CAT BB                                                                             
223.205.177.90       Thailand              Hat Yai                                             Triple T Broadband Public Company Limited                                          
49.48.117.83         Thailand              Khon Kaen                                           Triple T Broadband Public Company Limited                                          
171.100.29.206       Thailand              Din Daeng                                           Truenet CM                                                                         
203.114.71.19        Thailand              Bangkok                                             Netera                                                                             
223.205.6.110        Thailand              Tak                                                 Triple T Broadband Public Company Limited                                          
1.10.234.103         Thailand              Ratchaburi                                          TOT Public Company Limited                                                         
147.50.56.250        Thailand              Huai Khwang                                         MSC International Law Office Company                                               
122.154.235.153      Thailand              Vadhana                                             National Telecom Public Company Limited                                            
171.101.144.199      Thailand              Bangkok                                             Truenet BB                                                                         
171.5.138.141        Thailand              Si Sa Ket                                           Triple T Broadband Public Company Limited                                          
183.88.228.26        Thailand              Bangkok                                             Triple T Broadband Public Company Limited                                          
110.77.241.118       Thailand              Bang Rak                                            CAT BBviaOnnet                                                                     
1.20.168.212         Thailand              Pattaya                                             TOT Mobile Co LTD                                                                  
134.236.22.58        Thailand              Pattaya                                                                                                                                
202.183.189.34       Thailand              Huai Khwang                                                                                                                            
125.25.32.146        Thailand              Mae Taeng                                           TOT Public Company Limited                                                         
1.1.178.236          Thailand              Bangkok                                             TOT Public Company Limited                                                         
223.205.61.135       Thailand              Hat Yai                                             Triple T Broadband Public Company Limited                                          
113.53.161.71        Thailand              Khwaeng Thung Song Hong                             TOT Public Company Limited                                                         
183.88.244.208       Thailand              Chiang Mai                                          Triple T Broadband Public Company Limited                                          
122.154.250.2        Thailand              Vadhana                                             National Telecom Public Company Limited                                            
110.78.27.219        Thailand              Bangkok                                             CAT Telecom public company Ltd                                                     
61.19.110.2          Thailand              Vadhana                                             National Telecom Public Company Limited                                            
1.4.162.147          Thailand              Nonthaburi                                          TOT Public Company Limited                                                         
223.206.138.96       Thailand              Pak Kret                                            Triple T Broadband Public Company Limited                                          
61.7.154.11          Thailand              Bangkok                                             National Telecom Public Company Limited                                            
159.192.202.201      Thailand              Bang Rak                                            CAT BB                                                                             
101.108.74.124       Thailand              Bangkok                                             TOT Public Company Limited                                                         
101.109.246.148      Thailand              Bangkok                                             Addresses for                                                                      
125.25.33.219        Thailand              Khwaeng Thung Song Hong                             TOT Public Company Limited                                                         
110.78.174.228       Thailand              Pattaya                                                                                                                                
122.154.34.18        Thailand              Vadhana                                             National Telecom Public Company Limited                                            
223.207.96.47        Thailand              Udon Thani                                          Triple T Broadband Public Company Limited                                          
223.204.205.59       Thailand              Pattaya                                             Triple T Broadband Public Company Limited                                          
49.49.148.20         Thailand              Lopburi                                             Triple T Broadband Public Company Limited                                          
58.136.233.40        Thailand              Bangkok                                                                                                                                
223.204.77.253       Thailand              Chiang Mai                                          Triple T Broadband Public Company Limited                                          
125.27.137.182       Thailand              Khwaeng Thung Song Hong                             TOT Public Company Limited                                                         
61.19.154.14         Thailand              Samphanthawong                                      Data Comm. Dept. National Telecom Public Company Limited                           
58.11.39.127         Thailand              Bangkok                                             True Internet Co.                                                                  
223.205.26.229       Thailand              Bang Lamung                                         Triple T Broadband Public Company Limited                                          
203.172.77.162       Thailand              Huai Khwang                                         SITC Logistics (Thailand) Co., Ltd.                                                
161.82.253.154       Thailand              Chatuchak                                                                                                                              
49.0.71.165          Thailand              Bangkok                                                                                                                                
122.155.72.66        Thailand              Vadhana                                             CAT Telecom public company Ltd                                                     
49.229.21.15         Thailand              Khao Lak                                                                                                                               
101.51.7.177         Thailand              Nakhon Ratchasima                                   TOT Public Company Limited                                                         
58.97.55.42          Thailand              Bangkok                                             TRUE Corporate                                                                     
125.24.233.13        Thailand              Bangkok                                             TOT Public Company Limited                                                         
1.10.185.168         Thailand              Bangkok                                             TOT Public Company Limited                                                         
118.172.159.22       Thailand              Samut Sakhon                                        TOT Public Company Limited                                                         
49.48.106.41         Thailand              Nakhon Ratchasima                                   Triple T Broadband Public Company Limited                                          
134.236.161.124      Thailand              Bangkok                                             CAT BB                                                                             
110.78.112.2         Thailand              Vadhana                                             CAT Telecom public company Ltd                                                     
159.192.152.4        Thailand              Bang Rak                                                                                                                               
171.103.215.106      Thailand              Ratchathewi                                         TRUE                                                                               
61.47.117.34         Thailand              Bangkok                                             Pacific Internet (Thailand) Ltd.                                                   
223.205.114.161      Thailand              Pak Kret                                            Triple T Broadband Public Company Limited                                          
61.19.145.2          Thailand              Samphanthawong                                      Data Comm. Dept. National Telecom Public Company Limited                           
125.27.202.34        Thailand              Phetchaburi                                         TOT Public Company Limited                                                         
223.27.253.237       Thailand              Bangkok                                             United Information Highway Co., Ltd                                                
223.205.123.253      Thailand              Pak Kret                                            Triple T Broadband Public Company Limited                                          
203.156.29.26        Thailand              Pak Kret                                            JasTel Network Company Limited                                                     
125.26.79.32         Thailand              Hua Hin                                             TOT Public Company Limited                                                         
1.179.166.26         Thailand              Na Pa                                               TOT Public Company Limited                                                         
61.91.79.104         Thailand              Bang Kruai                                          True Internet Corporation CO. LTD                                                  
119.110.199.99       Thailand              Bangkok                                             Symphony Communication Plc.                                                        
167.179.226.98       Thailand              Pak Kret                                            Cust Copp Jastel                                                                   
58.137.42.50         Thailand              Bangkok                                             Light Style (Thailand) Co.                                                         
110.78.43.102        Thailand              Vadhana                                             CAT Telecom public company Ltd                                                     
202.129.206.169      Thailand              Khlong San                                          Nipa Technology Co., LTD                                                           
159.192.206.78       Thailand              Bang Rak                                            CAT BB                                                                             
184.82.207.212       Thailand              Phra Nakhon Si Ayutthaya                                                                                                               
183.89.168.176       Thailand              Pattaya                                             Triple T Broadband Public Company Limited                                          
124.120.140.81       Thailand              Bangkok                                                                                                                                
183.88.213.152       Thailand              Pak Kret                                            Triple T Broadband Public Company Limited                                          
171.103.197.30       Thailand              Bangkok                                             TRUE                                                                               
159.192.92.97        Thailand              Jomtien Beach                                                                                                                          
159.192.226.24       Thailand              Satuek                                                                                                                                 
171.6.138.190        Thailand              Bangkok                                             Triple T Broadband Public Company Limited                                          
101.109.246.149      Thailand              Bangkok                                             Addresses for                                                                      
134.236.104.179      Thailand              Pattaya                                                                                                                                
83.118.66.2          Thailand              Chatuchak                                                                                                                              
110.78.43.98         Thailand              Vadhana                                             CAT Telecom public company Ltd                                                     
61.19.177.182        Thailand              Bang Rak                                                                                                                               
58.136.106.237       Thailand              Ratchathewi                                                                                                                            
110.77.197.177       Thailand              Bangkok                                                                                                                                
223.206.87.163       Thailand              Lat Bua Luang                                       Triple T Broadband Public Company Limited                                          
110.77.192.47        Thailand              Bangkok                                                                                                                                
183.88.240.83        Thailand              Pak Kret                                            Triple T Broadband Public Company Limited                                          
110.78.43.94         Thailand              Vadhana                                             CAT Telecom public company Ltd                                                     
110.49.95.165        Thailand              Bangkok                                             PRSDistributionSystem                                                              
49.48.64.17          Thailand              Pak Kret                                            Triple T Broadband Public Company Limited                                          
58.137.189.186       Thailand              Bangkok                                             Shin-Ei Precision (Thailand) Co.                                                   
113.53.44.218        Thailand              Bangkok                                             TOT Public Company Limited                                                         
110.170.247.245      Thailand              Din Daeng                                           True Internet Co., Ltd.                                                            
110.78.147.110       Thailand              Phi Phi Don                                                                                                                            
61.91.85.146         Thailand              Din Daeng                                           True Internet Corporation CO. LTD                                                  
180.180.43.114       Thailand              Kranuan                                             TOT Public Company Limited                                                         
